"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
4670,"AB12 3SB",57.103907,-2.091696,394544,801441,"NJ945014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4671,"AB12 3SD",57.103907,-2.091696,394544,801441,"NJ945014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4672,"AB12 3SE",57.107181,-2.085579,394915,801805,"NJ949018","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4673,"AB12 3SF",57.094829,-2.099265,394084,800431,"NJ940004","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4674,"AB12 3SG",57.108186,-2.087744,394784,801917,"NJ947019","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4675,"AB12 3SH",57.107198,-2.088122,394761,801807,"NJ947018","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4676,"AB12 3SJ",57.094038,-2.099791,394052,800343,"NJ940003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4677,"AB12 3SL",57.094102,-2.098207,394148,800350,"NJ941003","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4678,"AB12 3SN",57.118224,-2.066433,396076,803033,"NJ960030","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4679,"AB12 3SP",57.106696,-2.086255,394874,801751,"NJ948017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4680,"AB12 3SQ",57.106454,-2.084571,394976,801724,"NJ949017","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4681,"AB12 3SR",57.101334,-2.084873,394957,801154,"NJ949011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4682,"AB12 3SS",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4683,"AB12 3ST",57.10396,-2.093479,394436,801447,"NJ944014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4684,"AB12 3SU",57.10387,-2.093346,394444,801437,"NJ944014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4685,"AB12 3SW",57.103584,-2.092157,394516,801405,"NJ945014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4686,"AB12 3SX",57.10387,-2.093346,394444,801437,"NJ944014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4687,"AB12 3SY",57.103907,-2.091696,394544,801441,"NJ945014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4688,"AB12 3SZ",57.104525,-2.094091,394399,801510,"NJ943015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4689,"AB12 3TA",57.129618,-2.076909,395443,804302,"NJ954043","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4690,"AB12 3TB",57.124414,-2.093233,394454,803724,"NJ944037","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4691,"AB12 3TD",57.094998,-2.088852,394715,800449,"NJ947004","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4692,"AB12 3TE",57.095213,-2.089182,394695,800473,"NJ946004","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4693,"AB12 3TG",57.104957,-2.093514,394434,801558,"NJ944015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4694,"AB12 3TH",57.123478,-2.095609,394310,803620,"NJ943036","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4695,"AB12 3TJ",57.104264,-2.094751,394359,801481,"NJ943014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4696,"AB12 3TL",57.068115,-2.107191,393599,797458,"NO935974","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4697,"AB12 3TN",57.104525,-2.094966,394346,801510,"NJ943015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4698,"AB12 3TP",57.090088,-2.117205,392996,799905,"NO929999","Aberdeenshire","North Kincardine"," S12000034","S13002505","Scotland","S99999999","West Aberdeenshire and Kincardine","Accessible rural area"
4699,"AB12 3TQ",57.103796,-2.09607,394279,801429,"NJ942014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4700,"AB12 3TR",57.103726,-2.094419,394379,801421,"NJ943014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4701,"AB12 3TS",57.101967,-2.091807,394537,801225,"NJ945012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Accessible rural area"
4702,"AB12 3TT",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4703,"AB12 3TU",57.097864,-2.088281,394750,800768,"NJ947007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4704,"AB12 3TW",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4705,"AB12 3TX",57.097864,-2.088281,394750,800768,"NJ947007","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4706,"AB12 3UA",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4707,"AB12 3UB",57.098529,-2.087705,394785,800842,"NJ947008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4708,"AB12 3UD",57.099328,-2.088714,394724,800931,"NJ947009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4709,"AB12 3UE",57.102265,-2.089761,394661,801258,"NJ946012","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4710,"AB12 3UG",57.101043,-2.090005,394646,801122,"NJ946011","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4711,"AB12 3UH",57.099579,-2.090084,394641,800959,"NJ946009","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4712,"AB12 3UJ",57.100719,-2.090731,394602,801086,"NJ946010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4713,"AB12 3UP",57.098412,-2.088695,394725,800829,"NJ947008","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4714,"AB12 3UX",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4715,"AB12 3UY",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4716,"AB12 3UZ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4717,"AB12 3WA",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4718,"AB12 3WB",57.104313,-2.089023,394706,801486,"NJ947014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4719,"AB12 3WD",57.104313,-2.089023,394706,801486,"NJ947014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4720,"AB12 3WE",57.103326,-2.08798,394769,801376,"NJ947013","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4721,"AB12 3WF",57.104799,-2.089007,394707,801540,"NJ947015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4722,"AB12 3WG",57.104717,-2.090047,394644,801531,"NJ946015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4723,"AB12 3WH",57.105461,-2.092228,394512,801614,"NJ945016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4724,"AB12 3WJ",57.104546,-2.09107,394582,801512,"NJ945015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4725,"AB12 3WL",57.104558,-2.0863,394871,801513,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4726,"AB12 3WN",57.109661,-2.070083,395854,802080,"NJ958020","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4727,"AB12 3WP",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4728,"AB12 3WQ",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4729,"AB12 3WR",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4730,"AB12 3WS",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4731,"AB12 3WT",57.104313,-2.089023,394706,801486,"NJ947014","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4732,"AB12 3WU",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4733,"AB12 3WX",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4734,"AB12 3WY",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4735,"AB12 3WZ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4736,"AB12 3XA",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4737,"AB12 3XB",57.120795,-2.092596,394492,803321,"NJ944033","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4738,"AB12 3XD",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4739,"AB12 3XE",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4740,"AB12 3XF",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4741,"AB12 3XG",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4742,"AB12 3XH",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4743,"AB12 3XJ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4744,"AB12 3XN",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4745,"AB12 3XP",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4746,"AB12 3XR",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4747,"AB12 3XS",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4748,"AB12 3XT",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4749,"AB12 3XU",57.120795,-2.092596,394492,803321,"NJ944033","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4750,"AB12 3XW",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4751,"AB12 3XY",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4752,"AB12 3XZ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4753,"AB12 3YB",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4754,"AB12 3YD",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4755,"AB12 3YE",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4756,"AB12 3YF",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4757,"AB12 3YG",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4758,"AB12 3YH",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4759,"AB12 3YJ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4760,"AB12 3YL",57.105717,-2.086154,394880,801642,"NJ948016","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4761,"AB12 3YN",57.100197,-2.078268,395357,801027,"NJ953010","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4762,"AB12 3YP",57.104746,-2.08701,394828,801534,"NJ948015","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
4763,"AB12 3YQ",57.111344,-2.093993,394406,802269,"NJ944022","Aberdeen City","Kincorth/Loirston"," S12000033","S13002488","Scotland","S99999999","Aberdeen South","Large urban area"
